tweet,sarcastic,rephrase,dialect
  الناتو : ضباط اتراك طلبوا اللجوء في بلدان تنتمي إلى الحلف ,0,,msa
 في رايي الشخصي ... انه بعد تألق احمد الشيخ مع المقاصة كدة السنه الجاية الاهلي هيودي ميدو جابر اعارة للمقاصة و يأخد احمد الشيخ....  😂 😂 ,0,,egypt
 ميشال عون... رجل لن يكرره الزمن  جهزوا سواعدكم ,0,,msa
الدوري الإسباني جولة 151- ريال مدريد 37 نقطة2- برشلونة 31 نقطة3- إشبيلية 30 نقطة4- فياريال 26 نقطة5- ريال سويداد 26 نقطة,0,,msa
اى والله :)  اسلوب حياة,0,,levant
المعنى الحقيقي للوطنية المعنى الحقيقي للضحكة الصافية  باسم ,0,,msa
شكرا ياشباب على محبتكم ربنا يجعل كلامنا خالصا لله والوطن ده رابط تحميل المعصرة مقالة أحمد زكي مهمة تصبحوا على خير,0,,egypt
فيك عن ميثاقك الوافي جنوح لا انتحيتي كالخيول الجافله من يؤمن في رجوعك به تروح للهموم أللي بسنيـنك حافله  محمد الشمري,0,,gulf
مقال رائع لخالد منتصر,0,,msa
 الاحتفال بعيد  الاستقلال خيانة عظمى بظل استمرار  الاحتلال ! ,0,,msa
 الي مو عاجبه مبدأ التعايش مع مختلف اشكال الناس.. عنده حلين.. يا يصير امريكي و يصوت حق دونالد ترامب.. او ينتحر.. الخيار الثاني اشرف لك.. ,0,,levant
 إنما المؤمنون إخوة  علي شعار رابعة خلفية الزعيم  أردوغان في منظر ولا أروع  مرسي رئيسي,0,,msa
اوعى تنسى انو احسن هدفين لعام 2014 وبكل صدق تم تسجيلهم بالدوري الاردني,0,,egypt
الله يرحمك يا جبران تويني ١١ سنة يا صديقي وبعدك بالبال رجل كلمته حرة. وبعد بالبال آخر لقاء لنا ضحكنا ع ردة فعل جان لويس قرداحي امام مي شدياق,0,,levant
اخيراً خلصوا الحراره لاعبة لعبها بس لازم نختم كلام اليوم😰واعتذر عن  حزب الاعاده✋🏻سبحان اللهالحمد للهأستغفر الله😴😴  زد رصيدك37,0,,egypt
مصر رائدة التحولات الكبرى حسمت التحديات التي واجهت كل المنطقة كالغزو المغولي والبريطاني وستضع حداً للتيارالعلما…,0,,msa
الله يخرب بيت اللى اقتراح استيراد الفحم قولوا امين  أوقفوا الفحم,0,,egypt
  قروب المحبه والموده قروب فيدرر للدعمعبارة مُريحه :إن الله لا يَنسى قلبًا لجأ إليه. ,0,,msa
ندعو الشباب المؤمن بمبادئ الوسط والراغب في المشاركه الفعاله للتواصل معنا واستكمال الاستمارة المرفقه,0,,msa
 مردخاي يحمل  حماس  مسؤولية  التصعيد قرب سياج  غزة ,0,,msa
 شوقي : ولد الهدى فالكائنات ضياء وفم الزمان تبسم وثناء/ اللهم صلي وسلم على سيدنا محمد وعلى اله وصحبه وسلم  بكفي حصار  اضبطوا شركاء المخلوع,0,,egypt
كيري: أطالب كل الأطراف بالالتزام بوقف الأعمال العدائية الذي سيسمح بتوصيل الإغاثة الإنسانية وسيساعد على استئناف مباحثات السلام. 2/4,0,,msa
خمس الاف  الامارات  الهلال  النصر  السعودية  الكويت  قطر  الرياض  مكة  رتويت    دبي  الشارقة    غرد بصورة 168,0,,msa
كل يوم يزداد ايماني ان ربي حبيبي معي يارب لك الحمد جميع الامور ميسره بكل حب,0,,egypt
 اللهم أستودعك أهلي وأحبتياللهم أستودعك بلادي  ليبيا وأهلها وشبابها اللهم أنعم علينا بالأمان والاستقرار وحسن المعيشة والتغيير للأفضل ,0,,msa
 خلق جميل الحياء/ الرجولة,0,,msa
يا من اذا قلت ي مولاي لباني يا واحداً ماله ف ملكه ثاني أعصي وتسترني أنسى وتذكرني فكيف أنساك ي من لست تنساني لا اله الا انت  …,0,,msa
الشعب هو البطل الوحيد!,0,,msa
ثمه شعله حنين مشتعله في جوفي حرقت كبريائي حتى الرماد ومزجته في كوب زجاجٍ شفاف وسكبته على أزهار الذكرى حتى أرتوت وينعت  اعترا…,0,,msa
 اللحين هو انا بس اللي شايف ان بيونسيه مو كوين ولا شيء ؟ ,0,,msa
الرضا بماا كتبه الله لك~ يجعل لك الحياة كما تريد♡,0,,msa
من الذي زار مرسي في مخبئه السري؟! دعلاء الأسواني يكتب مقاله بعنوان :   كيف للرئيس أن ينام ؟!   على هذا الرابط >>,0,,msa
رفع الشعارات السياسية في الحج حرام شرعاً وخيانة وطنية …,0,,msa
جمهورية مصر الطبيعية جمهورية ديمقراطية حقيقية جمهورية مدنية تحمي حقوق المواطنة و المساواة و العدل,0,,msa
4 للتوضيح: تماما كما سجلت رفضي في اجتماع سد النهضة لغياب الشفافية في مسألة سيناء وفي كلمة علنية فخرج البعض مدعيا شكري على الشفافية في سيناء,0,,msa
 كنا في احتلال اليهود ل  فلسطين و الآن أربع عواصم   عربية محتله من  إيرانليتنا بقينا على واحدة ولم نفرط في اربعه. ,0,,msa
 انا كنت في سيرتك أمبارح مع قلبي وحنيني لك ❤ 🎼🎤  اليسا ,0,,egypt
 اكبر تناقض عاشوا لبنان كان بين ثورة كبيرة وكرسي غالية ومبادئ انكتبت بدم شهدا غاليين للأسف صارت ملف بجارور رخيص  جبران تويني ,0,,levant
 وفضحت  حلب العرب والغرب  المتشدقين بحقوق الإنسان والحيوانحلب كشفت عور العرب  ولكن يقين بأن النصر لهم  حتما سننتصر ستبقى حلب ستنتصر حلب ,0,,levant
غدًا الثلاثاء ٢٢ نوفمبر الساعة ٧ مساءً في  معرض الكويت الدولي للكتاب سأقدّم ندوة الكتّاب بين أفق التجريب وممكنات النجاح أتشرف بكم ❤️,0,,msa
 : يضاف اليهم البرادعى ضمير الثورة  طبعا,0,,msa
نحيي شباب حزب الوسط على مجهودهم الرائع فى الانتخابات والذى كان سببا فى حصول الحزب على ما يقرب من مليون صوت ممن صوتوا لنا عن اقتناع,0,,msa
 اشتباكات بين  الجيش السوري والمسلحين عند محور كباني في ريف  اللاذقية الشمالي وسط قصف مدفعي وصاروخي يستهدف نقاط انتشار المسلحين في المنطقة ,0,,msa
  صور للشاب عوني مازن الشخشير الذي اعتقله  الاحتلال قبل قليل، على حاجز زعترة جنوب مدينة  نابلس. ,0,,msa
  رائيكم  بقيام  الكتائب الارهابية بضرب الحافلات التي تنقل المدنين والجرحى في حلب الشرقية  ,0,,msa
نهضة الغرور والأنانية يدعمها النفاق,0,,msa
 المجد للمبتسمين  المجد للمبتسمين صباحا,0,,msa
 كانت طائرات الناتو تقصف مواقع الشعب المسلح ف المعسكرات والجبهان مع لحظة ارتفاع ادان المغرب ف شهر رمضان لقد كانوايقتلون الرجال ويستهزون تبع ,0,,msa
نظرة هادئة لمشهد ملتهبمقال اليوم أجيب فيه عمن يسألونني دائما عن الحل ويتهمون الكتاب عامة بعدم الحديث عن الحلول,0,,msa
 الأرجنتين في أرضها و بين جمهورها خسرانه من البارغواي حتى الآن، يقولون الأرجنتين منتخب في لاعبين كبار حتى بدون ميسي راح يوصلون الثلاث نهائيات ,0,,gulf
 اللى بيتولدوا وبيعشوا فى العواصف 💪 ما بيخافوش من الريح 👌 ✊ مشتاق اسمع جمله عادل امام كلمه لحبيب قلبك حب أعمى ولسه يامصر هشوف فيكي ,0,,egypt
 الاهلي  اسلوب حياة,0,,msa
"ملايين فى الشوارع قبل العاشرة صباحا مشهد لم يره بلد فى العالم, كم أنت عظيم يا شعب مصر",0,,msa
اسألوا البرادعي عما فعله في العراق  باسم طلع حرامي …,0,,msa
مشكلة اليسار مش اللي قاله العريان مشكلته إن رغم كونه الفصيل الأكثر فاعلية ونضالية في الثورة المصرية لم يستطع طرح شكل,0,,egypt
تبقى مناظرة اخيره بين المرشحين للرئاسة الامريكية. اظن بل اجزم ان الفوز سيكون من نصيب هيلاري كلنتون. والعلم عند الله لكن المعطيات تقول ذلك,0,,msa
10-أخيرا فإن تدخل الأمريكان جاء لإيجاد موطئ قدم وضمن استراتيجية-إعادة التمركز-،وهو شبيه بتدخل الناتو في 2011 إذ لا علاقة له بالأهداف المعلنة,0,,msa
 خبر عاجل : وزراء دفاع روسيا وايران وتركيا يبحثون الازمة السورية في موسكو غدا الثلاثاء ,0,,msa
